"","STU_ID","UWFGPA1stYear","Prior_Hours","StartMajor","ReStartMajor","Gender","Ethnicity","ReEthnicity","County","ReCounty","FirstMathCrs","ReFirstMathCrs","FirstMathCrsGrade","UWFHour1stTerm","UWFGPA1stTerm","Drop1stYear","GPA_HIGHSCHOOL","ENC1101","ENC1101grade","CHM2045","CHM2045grade","BSC2010","BSC2010grade","BSC2844","BSC2844grade","PSY2012","PSY2012grade","X","Cohort","Term","FirstTermCRSs","FristTermGrades","DEPTCode"
"190","37D3A000087D6CE3FBBA041373AA4D5C1039F439",3.188,0,"Mechanical Engineering","Mechanical Engineering","M","White","White","ESCA","ESCA","MAC1105C","MAC1105C","D",13,2.615384615,"Retained",2.68,"ENC1101","A","Others","Others","Others","Others","Others","Others","Others","Others",189,"2017_2017_2017","Fall 2017_Fall 2017_Fall 2017","AMH2020_CHM1020_ENC1101","B+_B-_A","HIS_CHM_EF"
"191","381777837B8C2D8A99F343D6DF8BF6F20E967259",1.980769231,11,"Marine Biology","Marine Biology","F","Two or More","Two or More","SANT","SANT","MAC1105C","MAC1105C","C",15,2.133333333,"Retained",3.26,"ENC1101","B+","Others","Others","BSC2010","F","BSC2844","B","Others","Others",190,"2017_2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017","BSC2010_BSC2010L_BSC2844_CRW2001_ENC1101","F_F_B_A-_B+","BY_BY_BY_EF_EF"
"192","3850B22B1ED5ADF2886853E9E5D49EA582F0BD92",3.9,63,"Natural Science","Natural Science","F","White","White","PINE","Others","MAC1147","MAC1147","A",15,4,"Retained",4.6,"Others","Others","Others","Others","Others","Others","Others","Others","Others","Others",191,"2017_2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017","CHM2046_CHM2046L_GLY2010_GLY2010L_LIT2000","A_A_A_A_A","CHM_CHM_EVR_EVR_EF"
"193","389F10CFE172D3FC4D63742A8676B3748EDC6143",3.366666667,61,"Biomedical Sciences","Biomedical Sciences","F","African American","African American","OKAL","OKAL","MAC1147","MAC1147","B-",12,3.316666667,"Retained",4.39,"Others","Others","CHM2045","A","BSC2010","B","Others","Others","Others","Others",192,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_CHM2045_CHM2045L","B_A_A_A","BY_BY_CHM_CHM"
"194","3911E8AFC95105DE7D1209AB83FF340C219687BE",2.686666667,30,"Biomedical Sciences","Biomedical Sciences","M","Hispanic","Hispanic","SANT","SANT","MAC1147","MAC1147","A",13,3.1,"Retained",3.15,"Others","Others","CHM2045","B","BSC2010","C","BSC2844","A","Others","Others",193,"2017_2017_2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017","BSC2010_BSC2010L_BSC2844_CHM2045_CHM2045L_IDH1040","C_C+_A_B_B_W","BY_BY_BY_CHM_CHM_HON"
"195","3932F54D077C27402B7EDDDC35F6C05900598170",2.771875,44,"Mechanical Engineering","Mechanical Engineering","F","White","White","CLAY","Others","MAC2312","MAC2312","D",14,2.478571429,"Retained",4,"Others","Others","CHM2045","B-","Others","Others","Others","Others","Others","Others",194,"2017_2017_2017_2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017","CCJ2002_CHM2045_CHM2045L_MSL1001_MSL1001_MSL1001_MUL2010","B+_B-_A-_W_W_W_B","CJS_CHM_CHM_MIS_MIS_MIS_MUS"
"196","3954AD33B0218108025D71696509C22C0B0C2F95",3.669444444,0,"Biomedical Sciences","Biomedical Sciences","F","Two or More","Two or More","ESCA","ESCA","MAC1147","MAC1147","A",14,3.65,"Retained",4.24,"Others","Others","Others","Others","BSC2010","A","Others","Others","PSY2012","A",195,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_IDH1040_PSY2012","A_B_B-_A","BY_BY_HON_PSY"
"197","39667E2A58FAD99E3E5BA12ED746847FA4BFD9AE",3.108333333,9,"Mechanical Engineering","Mechanical Engineering","M","White","White","ESCA","ESCA","MAC2311","MAC2311","C+",12,3.108333333,"Dropped",4,"Others","Others","CHM2045","B","Others","Others","Others","Others","Others","Others",196,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","AMH2020_CHM2045_CHM2045L_EGS1006","A-_B_A_A","HIS_CHM_CHM_MEC"
"198","398153DE4F2495C9C471E7D70A55C80A3378BF78",3.706666667,13,"Biology","Biology","F","African American","African American","SANT","SANT","MAC1147","MAC1147","A-",14,3.65,"Retained",4.56,"Others","Others","Others","Others","BSC2010","B","Others","Others","Others","Others",197,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_CRW2001_MUL2010","B_B+_A_A","BY_BY_EF_MUS"
"199","39BBAD23C13B57C99199BE2FEE6312D673C84975",3.369230769,0,"Computer Engineering","Computer Engineering","M","White","White","HILL","HILL","MAC1147","MAC1147","B+",15,3.233333333,"Retained",3.73,"ENC1101","B-","Others","Others","Others","Others","Others","Others","Others","Others",198,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","ARH1000_ENC1101_MSL1001_MUL2010","B+_B-_A-_B+","ART_EF_MIS_MUS"
"200","3A006F20821DC4D2CDE5279A65AFB7310B026883",3.2,10,"Mechanical Engineering","Mechanical Engineering","F","White","White","NFLA","NFLA","MAC1105C","MAC1105C","B+",10,2.52,"Retained",4.06,"ENC1101","D","Others","Others","Others","Others","Others","Others","Others","Others",199,"2018_2018_2018","Fall 2018_Fall 2018_Fall 2018","CHM1020_ENC1101_IDH1040","B_D_W","CHM_EF_HON"
"201","3AA31FD27BE2BBDFDB116D4C3B43941A5FE43E86",2.724137931,0,"Biomedical Sciences","Biomedical Sciences","F","White","White","ALAC","Others","MAC1147","MAC1147","W",10,3.1,"Retained",3.49,"ENC1101","C+","CHM2045","B","Others","Others","Others","Others","PSY2012","A-",200,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","CHM2045_CHM2045L_ENC1101_PSY2012","B_A_C+_A-","CHM_CHM_EF_PSY"
"202","3B6593E215D1346FFB4DC10580A270C8C86DA559",3.895652174,28,"Biomedical Sciences","Biomedical Sciences","F","White","White","SANT","SANT","NoAttempt","NoAttempt","NoAttempt",14,3.721428571,"Retained",4.6,"Others","Others","CHM2045","A","Others","Others","Others","Others","Others","Others",201,"2017_2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017","CHM2045_CHM2045L_IDH1040_SLS1109_THE2000","A_A_B-_A_A","CHM_CHM_HON_SLS_TA"
"203","3B79EA901CB79BCE072EC79B93A68A9E7282C569",3.496153846,23.3,"Biomedical Sciences","Biomedical Sciences","F","Hispanic","Hispanic","NFLA","NFLA","MAC1147","MAC1147","A-",12,3.183333333,"Retained",3.9,"Others","Others","Others","Others","Others","Others","BSC2844","A","Others","Others",202,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2011_BSC2011L_BSC2844_IDH1040","B_C+_A_B-","BY_BY_BY_HON"
"204","3BAF57C43B4FA004B5DA90BC1137F659CA94F16A",2.526923077,15,"Software Engineering","Software Engineering","M","White","White","ESCA","ESCA","MAC2311","MAC2311","C+",13,2.715384615,"Dropped",3.64,"Others","Others","Others","Others","Others","Others","Others","Others","Others","Others",203,"2017_2017_2017","Fall 2017_Fall 2017_Fall 2017","COP2253_FIN2104_LIT2000","B_B_B-","SS_AF_EF"
"205","3C19EA17D6AD1F0D27FAFE8B806487D7EC3D3206",2.896969697,3,"Marine Biology","Marine Biology","F","White","White","NFLA","NFLA","MAC1147","MAC1147","B",15,3.126666667,"Retained",3.31,"Others","Others","Others","Others","BSC2010","C","BSC2844","A","Others","Others",204,"2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_BSC2844_LIT2000_REL1300","C_B_A_B+_A","BY_BY_BY_EF_PR"
"206","3C23A2C78FBF2D30C69F724D08CB2FCC03DB8C41",2.597142857,0,"Software Engineering","Software Engineering","M","White","White","ESCA","ESCA","MAC2311","MAC2311","W",9,2.233333333,"Retained",3.23,"ENC1101","B+","Others","Others","Others","Others","Others","Others","Others","Others",205,"2018_2018_2018","Fall 2018_Fall 2018_Fall 2018","CIS2530_COP2334_ENC1101","C-_C-_B+","SS_SS_EF"
"207","3C476E32DF59070116323FC55B9252055DAFB67E",3.755,6,"Biology","Biology","F","Hispanic","Hispanic","PASC","PASC","MAC1105C","MAC1105C","A",14,3.8,"Dropped",3.53,"ENC1101","A","Others","Others","Others","Others","Others","Others","Others","Others",206,"2018_2018_2018","Fall 2018_Fall 2018_Fall 2018","APK2000_APK2100C_ENC1101","A_B+_A","HLP_HLP_EF"
"208","3C56F6A04BE451D28747AC9D7783A93EA109C722",3.096666667,0,"Biomedical Sciences","Biomedical Sciences","M","White","White","NFLA","NFLA","NoAttempt","NoAttempt","NoAttempt",13,3.246153846,"Retained",3.5,"ENC1101","B+","Others","Others","BSC2010","B","Others","Others","Others","Others",207,"2017_2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017","AMH2010_BSC2010_BSC2010L_ENC1101_SPC2608","B+_B_C+_B+_A-","HIS_BY_BY_EF_COM"
"209","3C7EEC4288DE1BD19BD2B3C75F1A76DF4E0C81DE",3.654545455,28,"Biomedical Sciences","Biomedical Sciences","M","African American","African American","DUVA","DUVA","NoAttempt","NoAttempt","NoAttempt",12,4,"Retained",4.07,"Others","Others","Others","Others","Others","Others","BSC2844","A","Others","Others",208,"2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2011_BSC2011L_BSC2844_CHM2046_CHM2046L","A_A_A_A_A","BY_BY_BY_CHM_CHM"
"210","3D5B8D4E44B9E920D29A1D3B55917154EAA501C1",2.627272727,60,"Biology","Biology","M","White","White","WALT","WALT","MAC1114","Others","C",11,1.818181818,"Retained",3.57,"Others","Others","CHM2045","D","BSC2010","C","Others","Others","Others","Others",209,"2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_CHM2045_CHM2045L_HSC3555","C_C_D_B_W","BY_BY_CHM_CHM_BY"
"211","3DCD84C03DD7D539CAE69CACAB001A829E6221B9",2.52,20,"Biomedical Sciences","Biomedical Sciences","M","White","White","SANT","SANT","MAC1147","MAC1147","W",8,2.3,"Retained",4.16,"Others","Others","Others","Others","BSC2010","W","BSC2844","B","PSY2012","C",210,"2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","AMH2020_BSC2010_BSC2010L_BSC2844_PSY2012","B-_W_D+_B_C","HIS_BY_BY_BY_PSY"
"212","3F27CAFC17E3F3DDFE831D10B1C90B147894CF2F",3.925,60,"Engineering","Engineering","M","Two or More","Two or More","ESCA","ESCA","MAC2313","Others","A",12,3.925,"Dropped",4.67,"Others","Others","Others","Others","Others","Others","Others","Others","Others","Others",211,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","EGN3204_IDH1040_PHY2049_PHY2049L","A_A-_A_A","ECP_HON_PHY_PHY"
"213","3F2B6947492BCBBCAA459721DE4796F29967F224",2.623076923,0,"Marine Biology","Marine Biology","M","Two or More","Two or More","SANT","SANT","MAC1105C","MAC1105C","C",14,2.364285714,"Retained",3.3,"ENC1101","B-","Others","Others","BSC2010","C","Others","Others","Others","Others",212,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","BSC2010_BSC2010L_ENC1101_MUL2010","C_C_B-_B","BY_BY_EF_MUS"
"214","3F57270E815B6BA6F91812C8D6496031A55F0E8D",2.087234043,16,"Electrical Engineering","Electrical Engineering","M","Hispanic","Hispanic","ESCA","ESCA","MAC1147","MAC1147","C",14,2.514285714,"Retained",2.94,"Others","Others","CHM2045","C+","Others","Others","Others","Others","Others","Others",213,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","CHM2045_CHM2045L_LIT2000_MUH2930","C+_C+_B_B","CHM_CHM_EF_MUS"
"215","3F58701A3015104AC53E73C6AD97DFB7214ECE47",0,3,"Cybersecurity","Cybersecurity","M","White","White","SUMT","Others","MAC1147","MAC1147","B+",13,3.323076923,"Dropped",4.24,"ENC1101","A","Others","Others","Others","Others","Others","Others","Others","Others",214,"2018_2018_2018","Fall 2018_Fall 2018_Fall 2018","COP2334_CPO2002_ENC1101","B-_B+_A","SS_GOV_EF"
"216","3FBB5A7885C3235F4ADDF0110E1F349FB6DFDDAD",3.15,19,"Biomedical Sciences","Biomedical Sciences","F","White","White","SANT","SANT","MAC1147","MAC1147","C+",15,2.626666667,"Retained",2.79,"Others","Others","CHM2045","D","Others","Others","Others","Others","Others","Others",215,"2017_2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017","BSC2010L_CHM2045_CHM2045L_ENC1102_LIT2000","A_D_A_A-_B-","BY_CHM_CHM_EF_EF"
"217","40056AD7924365F7344046A763771AF79162E2F6",3.044444444,0,"Chemistry","Chemistry","M","White","White","NFLA","NFLA","MAC1147","MAC1147","B+",14,3.157142857,"Retained",3.39,"ENC1101","A","CHM2045","D+","Others","Others","Others","Others","Others","Others",216,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","CCJ2002_CHM2045_CHM2045L_ENC1101","A-_D+_A_A","CJS_CHM_CHM_EF"
"218","40109E6D766832335E9B7CFB71CB53AD8EF0E6C3",3.32962963,27,"Biomedical Sciences","Biomedical Sciences","F","White","White","NFLA","NFLA","MAC1147","MAC1147","B",12,3.241666667,"Retained",3.93,"Others","Others","CHM2045","B+","BSC2010","B","Others","Others","Others","Others",217,"2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_CHM2045_CHM2045L_IDH1040","B_A_B+_A_W","BY_BY_CHM_CHM_HON"
"219","409C5B2088EE21E553B2647306823459069FCF92",2.5,0,"Cybersecurity","Cybersecurity","M","Asian","Asian","NFLA","NFLA","MAC1147","MAC1147","D",15,2.14,"Retained",3.1,"ENC1101","A-","Others","Others","Others","Others","Others","Others","Others","Others",218,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","CHM1020_COP2334_ENC1101_MSL1001","C_D_A-_A","CHM_SS_EF_MIS"
"220","40D7DC72C8B53B24B87C104C8F7D6C961384E541",3.923076923,12,"Chemistry","Chemistry","F","White","White","SANT","SANT","MAC1147","MAC1147","A",14,3.935714286,"Retained",3.3,"Others","Others","CHM2045","A","Others","Others","Others","Others","PSY2012","A-",219,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","ARH1000_CHM2045_CHM2045L_PSY2012","A_A_A_A-","ART_CHM_CHM_PSY"
"221","414F2029008748AE712E46FB465EDBEBE067720D",2.571428571,0,"Marine Biology","Marine Biology","M","Two or More","Two or More","MANA","Others","MAC1105C","MAC1105C","B+",14,2.571428571,"Dropped",2.21,"ENC1101","C","Others","Others","Others","Others","Others","Others","Others","Others",220,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","ENC1101_EVR2001_LIT2000_SLS1109","C_C+_C+_B","EF_EVR_EF_SLS"
"222","4273248CB5DDA2D135F2B307523BDAC640524E15",2,10,"Computer Science","Computer Science","M","White","White","LEON","Others","MAC1147","MAC1147","C",13,1.538461538,"Dropped",2.99,"ENC1101","F","Others","Others","Others","Others","Others","Others","Others","Others",221,"2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","CHM1020_COP2253_ENC1101_MUN3990_MUN3990","D_B_F_A_A","CHM_SS_EF_MUS_MUS"
"223","42788FACAB073DEAF4F86722100E242C4160DBE5",3.535714286,43,"Mechanical Engineering","Mechanical Engineering","M","White","White","OKAL","OKAL","MAC2311","MAC2311","A-",15,3.813333333,"Retained",4.68,"Others","Others","CHM2045","A","Others","Others","Others","Others","Others","Others",222,"2017_2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017","CHM2045_CHM2045L_EGS1006_EGS4032_MUL2010","A_A_B+_A_A-","CHM_CHM_MEC_ECP_MUS"
"224","4279A5291E8C3E5768410BBC7C57C70AE0C7492F",2.423809524,88,"Mechanical Engineering","Mechanical Engineering","F","Hispanic","Hispanic","WALT","WALT","MAC2312","MAC2312","W",10,3,"Retained",3.78,"Others","Others","Others","Others","BSC2010","C+","Others","Others","Others","Others",223,"2017_2017_2017","Fall 2017_Fall 2017_Fall 2017","ANT2000_BSC2010_BSC2010L","A-_C+_B","ANT_BY_BY"
"225","42C4649DDCC8D9F99C84A61F81039437E7B97A46",3.754054054,0,"Chemistry","Chemistry","F","White","White","ESCA","ESCA","MAC1147","MAC1147","A",14,3.785714286,"Retained",3.89,"ENC1101","A-","CHM2045","B+","Others","Others","Others","Others","Others","Others",224,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","AMH2020_CHM2045_CHM2045L_ENC1101","A_B+_A_A-","HIS_CHM_CHM_EF"
"226","4391ED3893B63E43C3766457C9E864127D8E9662",3.355263158,6,"Computer Science","Computer Science","M","White","White","SANT","SANT","MAC2311","MAC2311","A",13,3.469230769,"Retained",4.13,"Others","Others","Others","Others","Others","Others","Others","Others","Others","Others",225,"2017_2017_2017","Fall 2017_Fall 2017_Fall 2017","CGS2060_COP2253_LIT2000","B+_A-_B-","SS_SS_EF"
"227","4393DA29652FBC34A266FED330C2653CAAA93B48",3.709090909,0,"Biology","Biology","F","White","White","SANT","SANT","MAC1147","MAC1147","A",14,3.785714286,"Retained",4.7,"Others","Others","Others","Others","BSC2010","B","Others","Others","Others","Others",226,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","BSC2010_BSC2010L_SPC2608_SYG2000","B_A_A_A","BY_BY_COM_ANT"
"228","43AE5F5C2F6C5B075268627FF2EE6072E438FAF4",3.545833333,68,"Biomedical Sciences","Biomedical Sciences","F","White","White","DUVA","DUVA","MAC2311","MAC2311","A",12,3.416666667,"Retained",4.59,"Others","Others","CHM2045","B","Others","Others","Others","Others","Others","Others",227,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","BSC2011_BSC2011L_CHM2045_CHM2045L","B_B_B_A","BY_BY_CHM_CHM"
"229","43C915476E79CEBD8D519253AA876F5D64238F7A",3.423809524,6,"Biomedical Sciences","Biomedical Sciences","F","African American","African American","ESCA","ESCA","MAC1105C","MAC1105C","A",14,3.421428571,"Retained",4.44,"ENC1101","B","Others","Others","BSC2010","C+","Others","Others","PSY2012","A",228,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_ENC1101_PSY2012","C+_A_B_A","BY_BY_EF_PSY"
"230","43D5A0941B957BECDFEA13E4A53883B9DAD97811",2.945833333,18,"Mechanical Engineering","Mechanical Engineering","M","White","White","OKAL","OKAL","MAC2311","MAC2311","D",12,2.475,"Retained",4.25,"ENC1101","B-","CHM2045","B+","Others","Others","Others","Others","Others","Others",229,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","CHM2045_CHM2045L_EGS1006_ENC1101","B+_A_A-_B-","CHM_CHM_MEC_EF"
"231","44707E404A56A770F96EC946415F1F64618E5CF5",0,0,"Marine Biology","Marine Biology","M","White","White","NFLA","NFLA","MAC1147","MAC1147","W",0,0,"Dropped",3.76,"Others","Others","Others","Others","BSC2010","W","Others","Others","Others","Others",230,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","ANT2000_BSC2010_BSC2010L_IDH1040","W_W_W_W","ANT_BY_BY_HON"
"232","447CEB92797F7FC8ACA96F48FBBDC907C9DB06FE",3.32,13,"Biomedical Sciences","Biomedical Sciences","M","Hispanic","Hispanic","CITR","Others","MAC1147","MAC1147","B-",14,3.342857143,"Retained",3.72,"Others","Others","Others","Others","BSC2010","B","Others","Others","Others","Others",231,"2017_2017_2017","Fall 2017_Fall 2017_Fall 2017","BSC2010_BSC2010L_DEP2004","B_B_A","BY_BY_PSY"
"233","44BC3AD8DFC3D38CA42EC9E51536E7E923094FE8",0,3,"Biomedical Sciences","Biomedical Sciences","M","American Indian/Alaskan Native","Others","NFLA","NFLA","MAC1147","MAC1147","W",4,1.5,"Dropped",2.34,"Others","Others","Others","Others","BSC2010","W","BSC2844","F","Others","Others",232,"2017_2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017","BSC2010_BSC2010L_BSC2844_IDH1040_LIT2000","W_W_F_W_C","BY_BY_BY_HON_EF"
"234","4518BF4008014B7A22E757A7EAC2FCC8414E69F7",2.989655172,44,"Biomedical Sciences","Biomedical Sciences","F","White","White","JACK","Others","MAC1147","MAC1147","C",13,2,"Retained",3.71,"Others","Others","CHM2045","D","Others","Others","BSC2844","A","Others","Others",233,"2017_2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017_Fall 2017","BSC2011_BSC2011L_BSC2844_CHM2045_CHM2045L","C_C-_A_D_B+","BY_BY_BY_CHM_CHM"
"235","451B973917D2D4DAAACB9A4BA8E08D8099D9B3D1",4,0,"Biomedical Sciences","Biomedical Sciences","F","Hispanic","Hispanic","ESCA","ESCA","MAC1147","MAC1147","A",15,4,"Retained",4.03,"ENC1101","A","Others","Others","BSC2010","A","BSC2844","A","PSY2012","A",234,"2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_BSC2844_ENC1101_PSY2012","A_A_A_A_A","BY_BY_BY_EF_PSY"
"236","45CB64EE1F2A52159F6B0D4AA85265E2E9D89DFE",3.715151515,81,"Biology","Biology","F","White","White","OKAL","OKAL","NoAttempt","NoAttempt","NoAttempt",14,3.935714286,"Retained",4.64,"Others","Others","Others","Others","Others","Others","BSC2844","A","Others","Others",235,"2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2844_CHM2046_CHM2046L_COP2334_IDH1040","A_A_A_A_A","BY_CHM_CHM_SS_HON"
"237","45D174A32741C33F022832181E0057313EB61958",3.069230769,3,"Cybersecurity","Cybersecurity","M","Two or More","Two or More","HILL","HILL","MAC1147","MAC1147","B",13,3.3,"Retained",4.94,"ENC1101","A","Others","Others","Others","Others","Others","Others","Others","Others",236,"2018_2018_2018","Fall 2018_Fall 2018_Fall 2018","CIS2530_COP2334_ENC1101","B_B+_A","SS_SS_EF"
"238","477D9E1720312FA77F9F53380118D08C34874798",3.278571429,22,"Natural Science","Natural Science","F","White","White","ORAN","ORAN","MAC1105C","MAC1105C","B-",14,3.392857143,"Retained",3.21,"ENC1101","A-","Others","Others","Others","Others","Others","Others","Others","Others",237,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","CRW2001_ENC1101_ESC2000_ESC2000L","A_A-_B+_A-","EF_EF_EVR_EVR"
"239","479E08E2456119A907E27E2DA8CEA0D45F22ADE0",2.770833333,62,"Biomedical Sciences","Biomedical Sciences","F","White","White","SANT","SANT","NoAttempt","NoAttempt","NoAttempt",13,2.784615385,"Retained",4.21,"Others","Others","Others","Others","Others","Others","Others","Others","Others","Others",238,"2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","BCH3033_BCH3033L_BOT4850_HSC3535_PHY2053","C+_C+_B+_B_B-","BY_BY_BY_AHLS_PHY"
"240","480FAC5E3B5538C90B7A8FFC46DB4D325C8BD217",3.684,13,"Mechanical Engineering","Mechanical Engineering","M","White","White","ESCA","ESCA","MAC2312","MAC2312","B",12,3.416666667,"Retained",4.53,"ENC1101","A","CHM2045","B","Others","Others","Others","Others","Others","Others",239,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","CHM2045_CHM2045L_EGS1006_ENC1101","B_A_A_A","CHM_CHM_MEC_EF"
"241","48515627B11961EB113FD1CAF467F2943B22B3A6",3.503125,3,"Computer Engineering","Computer Engineering","F","Asian","Asian","ESCA","ESCA","MAC1147","MAC1147","A",16,3.625,"Retained",4.19,"ENC1101","B","CHM2045","B+","Others","Others","Others","Others","Others","Others",240,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","ART1015C_CHM2045_COP2253_ENC1101","A_B+_A-_B","ART_CHM_SS_EF"
"242","48BD28E69E12A104AC9A80C19D322C64889BA27A",3.209090909,6,"Biomedical Sciences","Biomedical Sciences","F","White","White","ESCA","ESCA","MAC1140","MAC1140","B+",14,2.992857143,"Retained",4.07,"ENC1101","B","Others","Others","BSC2010","C","BSC2844","A","PSY2012","A",241,"2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_BSC2844_ENC1101_PSY2012","C_D_A_B_A","BY_BY_BY_EF_PSY"
"243","48CE5F7BCB35B31286DF68C2BAF925B1D42D8D14",3.157894737,31,"Marine Biology","Marine Biology","M","White","White","PALM","Others","MAC1105C","MAC1105C","C-",8,2.85,"Retained",3.34,"Others","Others","Others","Others","BSC2010","W","BSC2844","A","Others","Others",242,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","BSC2010_BSC2010L_BSC2844_ENC1102","W_W_A_A","BY_BY_BY_EF"
"244","48E9D5EEC5DBDAD8BB5955102457B3E1DFE31DC5",0,15,"Electrical Engineering","Electrical Engineering","M","White","White","SANT","SANT","MAC1147","MAC1147","C",12,1.541666667,"Dropped",3.87,"Others","Others","CHM2045","C-","Others","Others","Others","Others","Others","Others",243,"2017_2017_2017_2017","Fall 2017_Fall 2017_Fall 2017_Fall 2017","AMH2020_CHM2045_CHM2045L_EGS1006","F_C-_B-_B-","HIS_CHM_CHM_MEC"
"245","48FFE4A5FD8560B625DB8020D5B7C52E26D36DF2",3.4325,39,"Biomedical Sciences","Biomedical Sciences","F","Hispanic","Hispanic","OSCE","Others","NoAttempt","NoAttempt","NoAttempt",13,3.623076923,"Retained",4.51,"Others","Others","Others","Others","BSC2010","B+","Others","Others","Others","Others",244,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_ENC1102_IDH1040","B+_B+_A_B+","BY_BY_EF_HON"
"246","49631F6F8AEB8A26C30143CB7E3E942A3A247BB7",0,0,"Marine Biology","Marine Biology","M","White","White","OKAL","OKAL","MAC1105C","MAC1105C","W",4,0,"Dropped",3.55,"ENC1101","W","Others","Others","BSC2010","F","BSC2844","W","Others","Others",245,"2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018","BSC2010_BSC2010L_BSC2844_ENC1101","F_F_W_W","BY_BY_BY_EF"
"247","4A2704EF379268243732EC7EF928F53E10F9014D",3.167857143,43,"Mechanical Engineering","Mechanical Engineering","M","Two or More","Two or More","ALAC","Others","MAC2312","MAC2312","C",13,3.1,"Retained",4.6,"Others","Others","CHM2045","A","Others","Others","Others","Others","Others","Others",246,"2018_2018_2018_2018_2018_2018","Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018_Fall 2018","CHM2045_CHM2045L_ECO2013_EGS1006_MUN3990_MUN3990","A_A_B_B+_A_A","CHM_CHM_ME_MEC_MUS_MUS"
