"","UNIV_ROW_ID","CRSNAME1","CRSNAME2","CRSNAME3","CRSNAME4","CRSNAME5","CRSNAME6","CRSNAME7","CRSNAME8","CRSNAME9","Credit1","Credit2","Credit3","Credit4","Credit5","Credit6","Credit7","Credit8","Credit9","CRSgrade1","CRSgrade2","CRSgrade3","CRSgrade4","CRSgrade5","CRSgrade6","CRSgrade7","CRSgrade8","CRSgrade9","COHORT_YEAR","TERM_START","TERM_TO_USE","STU_RECENT_ADM_DT","HOURS_BROUGHT_TO_UNIVERSITY","ENTRY_PROGRAM_CODE","ENTRY_PROGRAM","ENTRY_COLLEGE","ENTRY_DEPARTMENT_CODE","ENTRY_DEPARTMENT","AREA_OF_STRATEGIC_EMPHASIS","PSE","GENDER","ETHNICITY","AGE_AT_ENTRY","COUNTY","COUNTY_GROUP","STATE","STATE_GROUP","NATION","NATION_GROUP","HONORS_STUDENT","FIRST_GENERATION_STUDENT","Stu_MilitaryVetBenefitDesc","MILITARY_VET_BENEFITS","Stu_MilitaryStatusDesc","MILITARY_STATUS","DISABILITY","ATHLETE","GPA_HIGHSCHOOL","APPLICANT_TIER","HIGH_SCHOOL_NAME","FIRST_FALL_PELL","FIRST_FALL_PELL_AMOUNT","FIRST_FALL_BRIGHT_FUTURES","FIRST_FALL_BRIGHT_FUTURES_AMOUNT","FIRST_FALL_ANY_LOANS","FIRST_FALL_ANY_LOANS_AMOUNT","FIRST_FALL_NEED_BASED_LOANS","FIRST_FALL_NEED_BASED_LOANS_AMOUNT","FIRST_FALL_NON_NEED_BASED_LOANS","FIRST_FALL_NON_NEED_BASED_LOANS_AMOUNT","SUBMITTED_ACT","ACT_SCORE","ACT_PROPORTION","SUBMITTED_SAT","SAT_SCORE","SAT_PROPORTION","BEST_TEST","AP_CREDITS","ATTENDED_SECOND_FALL_TERM","GPA_ENTERING_SECOND_FALL","APR","FIRST_FALL_GPA","NOTES"
"1775",970403634,"COP2334","ENC1101","MAC1990","MUH2930","","","","","","3","3","3","3","","","","","","B+","B","A","A-","","","","","",20162017,201605,201608,201608,0,"U-CPS-BS-00","Computer Science","HMCSE","Computer Science","Computer Science","STEM","YES","Male","Hispanic",18,"Dade","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.61,4,"Miami Palmetto Senior HS","Yes",2908,"No",0,"Yes",2722,"Yes",1732,"Yes",990,"No",0,0,"Yes",1050,0.541666,"SAT",21,"Yes",3.528571,"Yes",3.5,""
"1776",970403635,"ARH1000","BSC2010","BSC2010L","ENC1101","MAC1105","MSL1990","","","","3","3","1","3","3","2","","","","A","B","B","B+","A-","B-","","","",20162017,201605,201608,201608,7,"U-MBY-BS-00","Marine Biology","HMCSE","Biology","Biology","STEM","YES","Female","Hispanic",18,"Non-Florida","Alabama Counties","Alabama","Alabama","United States","USA","No","No","Not Receiving Benefits","Not Receiving Benefits","Veteran (Service Date Unknown)","Military Status","No","No",3.82,3,"Non-Florida High School","Yes",5816,"No",0,"Yes",5444,"Yes",3464,"Yes",1980,"Yes",22.25,0.570312,"No",0,0,"ACT",7,"Yes",3.053846,"Yes",3.36,""
"1777",970403639,"ANT2000","BSC2011","BSC2011L","BSC2844","CHM2045","CHM2045L","","","","3","3","1","1","3","1","","","","B+","C","C","A","B+","A","","","",20162017,201605,201608,201608,47,"U-MBY-BS-00","Marine Biology","HMCSE","Biology","Biology","STEM","YES","Female","White",19,"Orange","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.62,3,"East River High School","No",0,"Yes",924,"No",0,"No",0,"No",0,"Yes",25.75,0.679687,"Yes",1060,0.55,"ACT",0,"No",2.983333,"No",2.983333,""
"1778",970403640,"BSC2010","BSC2010L","BSC2844","CHM2045","CHM2045L","MAC1140","","","","3","1","1","3","1","3","","","","B","A","B+","B+","A-","B+","","","",20162017,201605,201608,201608,31,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Male","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Receiving Benefits","Not Receiving Benefits","Veteran (Service Date Unknown)","Military Status","No","No",3.87,3,"Navarre High School","No",0,"Yes",924,"No",0,"No",0,"No",0,"No",0,0,"Yes",1220,0.683333,"SAT",21,"Yes",2.911538,"Yes",3.316666,""
"1779",970403643,"ART1300C","ART2201C","ENC1101","MAT1033","SLS1990","","","","","3","3","3","4","3","","","","","B+","A-","B","B","A","","","","",20162017,201605,201608,201608,24,"U-ART-BA-03","Studio Art","CASSH","Art and Design","Art and Design","Not Available","NO","Male","African American",19,"Broward","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.87,3,"Fort Lauderdale High School","Yes",2908,"No",0,"Yes",4700,"Yes",1732,"Yes",2968,"No",0,0,"Yes",1060,0.55,"SAT",12,"Yes",3.445161,"Yes",3.375,""
"1780",970403644,"BSC2010","BSC2010L","LIT2000","MAC1140","MUH2930","","","","","3","1","3","3","3","","","","","B+","A","A","A-","A","","","","",20162017,201605,201608,201608,30,"U-BLY-BS-01","Pre-Professional","HMCSE","Biology","Biology","STEM","YES","Male","White",19,"Clay","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","Yes",4.07,2,"Fleming Island High School","No",0,"Yes",2678,"No",0,"No",0,"No",0,"Yes",30,0.8125,"Yes",1160,0.633333,"ACT",0,"Yes",3.642857,"Yes",3.76923,""
"1781",970403663,"EDF3234","EEX3070","EEX4141","LAE3314","TSL4080","","","","","3","3","3","3","3","","","","","A","B-","A-","B","A-","","","","",20162017,201605,201608,201608,50,"U-ESE-BA-01","Exceptional Student Education Certification","CEPS","Teacher Ed & Ed Leadership","Teacher Education and Educational Leadership","Education","YES","Female","Not Reported",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3,3,"J M Tate High School","No",0,"Yes",1155,"No",0,"No",0,"No",0,"Yes",26.75,0.710937,"Yes",1140,0.616666,"ACT",0,"Yes",2.9,"Yes",3.42,""
"1782",970403679,"ANT2000","ENC1101","HFT2000","MAC1105C","","","","","","3","3","3","4","","","","","","D+","B+","A","B+","","","","","",20172018,201705,201708,201708,0,"U-HOS-BS-00","Guest Experience Management","COB","Global Hosp & Tourism Mgmt","Global Hospitality and Tourism Management","Not Available","NO","Male","Non-Resident Alien",20,"Escambia","Tri-County","Florida","Florida","Indonesia","Non-USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.18,NA,"Non-Florida High School","No",0,"No",0,"No",0,"No",0,"No",0,"No",NA,0,"No",NA,0,"NONE",0,"Yes",3.321428,"Yes",3,""
"1783",970403681,"COP2253","ENC1101","MAC1990","PSY2012","","","","","","3","3","3","3","","","","","","A","B+","C+","C","","","","","",20162017,201605,201608,201608,0,"U-CPS-BS-00","Computer Science","HMCSE","Computer Science","Computer Science","STEM","YES","Male","White",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.72,3,"Milton High School","No",0,"Yes",924,"No",0,"No",0,"No",0,"Yes",25,0.65625,"No",0,0,"ACT",0,"Yes",2.622222,"Yes",2.9,""
"1784",970403683,"BSC2010","BSC2010L","EUH1001","MAC1990","MUH2930","","","","","3","1","3","3","3","","","","","W","W","W","W","W","","","","",20162017,201605,201608,201608,21,"U-BLY-BS-01","Pre-Professional","HMCSE","Biology","Biology","STEM","YES","Female","African American",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.06,3,"Milton High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",22.5,0.578125,"Yes",900,0.416666,"ACT",0,"Yes",3.355,"Yes",NA,""
"1785",970403687,"ARH1000","ART1300C","ART2201C","ESC2000","","","","","","3","3","3","3","","","","","","A","A","A","A-","","","","","",20162017,201605,201608,201608,15,"U-FAR-BFA-11","Graphic Design","CASSH","Art and Design","Art and Design","Not Available","NO","Female","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.57,2,"Milton High School","Yes",1033,"No",0,"No",0,"No",0,"No",0,"Yes",23.75,0.617187,"No",0,0,"ACT",3,"Yes",3.9625,"Yes",3.925,""
"1786",970403691,"BSC1085","BSC1085L","LIT2000","MUH2930","STA2023","","","","","3","1","3","3","3","","","","","B","A","C-","A-","A","","","","",20162017,201605,201608,201608,19,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","White",18,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.92,3,"Gulf Breeze High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",21.75,0.554687,"No",0,0,"ACT",7,"Yes",3.518181,"Yes",3.16923,""
"1787",970403694,"ENC1102","MAC1105","PLA2013","SLS1990","","","","","","3","3","3","3","","","","","","NF","W","C","NF","","","","","",20162017,201605,201608,201608,3,"U-LEG-BA-04","Legal Studies","CEPS","Legal Studies","Legal Studies","Not Available","NO","Female","African American",19,"Hillsborough","Other Florida Counties","Florida","Florida","United States","USA","No","Yes","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.44,3,"Dr Earl J Lennard High School","No",0,"No",0,"Yes",18600,"No",0,"Yes",18600,"No",0,0,"Yes",1010,0.508333,"SAT",0,"No",NA,"No",0.666666,""
"1788",970403703,"ARH2050","ART1300C","ART2201C","MAC1105","","","","","","3","3","3","3","","","","","","B+","B+","A-","A","","","","","",20162017,201605,201608,201608,30,"U-FAR-BFA-11","Graphic Design","CASSH","Art and Design","Art and Design","Not Available","NO","Male","Two or More",19,"Santa Rosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.51,1,"Navarre High School","No",0,"Yes",2472,"No",0,"No",0,"No",0,"Yes",29.75,0.804687,"No",0,0,"ACT",30,"Yes",3.5375,"Yes",3.575,""
"1789",970403708,"BSC1005","BSC1005L","ENC1101","MAT1033","PSY2012","","","","","2","1","3","4","3","","","","","F","C","B-","B-","D+","","","","",20162017,201605,201608,201608,11,"U-HTH-BS-09","Health Sciences","UKCOH","Health Sciences & Admin","Health Sciences and Administration","Health","YES","Male","Hispanic",19,"Non-Florida","Non-Florida/Alabama","Tennessee","Other State","United States","USA","No","No","Post-9/11 GI Bill","Receiving Benefits","Eligible Dependent","Military Status","No","No",3,4,"Non-Florida High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",21.75,0.554687,"Yes",970,0.475,"ACT",0,"Yes",2.276,"Yes",1.907692,""
"1790",970403712,"ECO2013","ENC1101","ESC2000","MAT1033","SLS1990","","","","","3","3","3","4","3","","","","","C","B","C","C+","B+","","","","",20162017,201605,201608,201608,0,"U-ACC-BSBA01","Professional Accountancy","COB","Accounting","Accounting","Gap Analysis","YES","Male","African American",18,"Orange","Other Florida Counties","Florida","Florida","United States","USA","No","Yes","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.32,4,"Ocoee High School","Yes",2908,"No",0,"Yes",4700,"Yes",1732,"Yes",2968,"Yes",16.75,0.398437,"Yes",900,0.416666,"SAT",0,"Yes",2.997058,"Yes",2.50625,""
"1791",970403720,"AFR1101","AFR1101L","CHM2045","CHM2045L","EGS1006","EGS4032","MAC2311","","","1","0","3","1","1","3","4","","","B","XX","D+","C-","D","C","D","","",20162017,201605,201608,201608,59,"U-MEC-BSME00","Mechanical Engineering","HMCSE","Mechanical Engineering","Mechanical Engineering","STEM","YES","Male","White",19,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Receiving Benefits","Not Receiving Benefits","Eligible Dependent","Military Status","No","No",4.02,1,"Home School - Florida","No",0,"Yes",1339,"No",0,"No",0,"No",0,"Yes",29.5,0.796875,"No",0,0,"ACT",0,"No",1.507692,"No",1.507692,""
"1792",970403727,"BSC2010","BSC2010L","CCJ2002","CHM2045","CHM2045L","MAC1990","","","","3","1","3","3","1","3","","","","C+","B+","B","C+","A","B","","","",20162017,201605,201608,201608,0,"U-BLY-BS-01","Pre-Professional","HMCSE","Biology","Biology","STEM","YES","Female","White",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.43,3,"Pensacola Catholic High School","Yes",2083,"No",0,"No",0,"No",0,"No",0,"Yes",23.75,0.617187,"No",0,0,"ACT",0,"Yes",3.1,"Yes",2.792857,""
"1793",970403729,"ARH1000","ESC2000","MAC1105","POS2041","","","","","","3","3","3","3","","","","","","B-","B","B","A","","","","","",20162017,201605,201608,201608,12,"U-POL-BA-00","Political Science","CASSH","Government","Government","Not Available","NO","Male","White",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.49,3,"Pensacola Catholic High School","No",0,"Yes",1848,"No",0,"No",0,"No",0,"Yes",26.25,0.695312,"No",0,0,"ACT",0,"Yes",3.3,"Yes",3.175,""
"1794",970403745,"ENC1101","MAT1033","MUH2930","PSY2012","","","","","","3","4","3","3","","","","","","A-","C-","B+","B+","","","","","",20162017,201605,201608,201608,0,"U-ELE-BA-02","Educational Studies","CEPS","Teacher Ed & Ed Leadership","Teacher Education and Educational Leadership","Education","YES","Female","White",18,"Brevard","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","Yes",2.84,5,"Satellite High School","No",0,"No",0,"Yes",2721,"No",0,"Yes",2721,"Yes",22,0.5625,"No",0,0,"ACT",0,"Yes",3.411764,"Yes",2.9,""
"1795",970403747,"ENC1101","FIN2104","MAC1990","MUH2930","","","","","","3","3","3","3","","","","","","F","C","D+","B","","","","","",20162017,201605,201608,201608,9,"U-UNDECIDED","Undecided Undergraduate","UNA","Unassigned","Unassigned","Not Available","NO","Male","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.74,3,"Booker T Washington HS","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",22.75,0.585937,"Yes",910,0.425,"ACT",0,"Yes",2.588888,"Yes",1.575,""
"1796",970403748,"ARH1000","BSC2010","BSC2010L","LIT2000","MAC1990","","","","","3","3","1","3","3","","","","","B+","C+","B","B-","C-","","","","",20162017,201605,201608,201608,37,"U-MBY-BS-00","Marine Biology","HMCSE","Biology","Biology","STEM","YES","Female","White",20,"Lee","Other Florida Counties","Florida","Florida","United States","USA","No","Yes","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.72,1,"Ida S Baker High School","Yes",2883,"No",0,"No",0,"No",0,"No",0,"No",0,0,"Yes",1040,0.533333,"SAT",0,"Yes",2.0625,"Yes",2.538461,""
"1797",970403756,"BSC2010","BSC2010L","GEB1011","LIT2000","STA2023","","","","","3","1","3","3","3","","","","","A","A","A","C+","A-","","","","",20162017,201605,201608,201608,43,"U-MBY-BS-00","Marine Biology","HMCSE","Biology","Biology","STEM","YES","Male","White",18,"Lee","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.84,2,"Ida S Baker High School","Yes",2833,"Yes",1339,"Yes",2722,"Yes",1732,"Yes",990,"Yes",27,0.71875,"Yes",1290,0.741666,"SAT",25,"Yes",3.556,"Yes",3.538461,""
"1798",970403761,"ADV2214","COM2203","COM2713","COM3003","IDH1040","","","","","3","3","3","3","3","","","","","A","A","A","A","A","","","","",20162017,201605,201608,201608,70,"U-COM-BA-00","Communication","CASSH","Communication","Communication","Not Available","NO","Female","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.7,2,"Home School - Florida","Yes",4766,"Yes",3090,"No",0,"No",0,"No",0,"Yes",29,0.78125,"Yes",1160,0.633333,"ACT",0,"Yes",3.725,"Yes",4,""
"1799",970403766,"AFR1101","AFR1101L","AMH2010","ENC1101","EVR2001","MUH2930","","","","1","0","3","3","3","3","","","","A","XX","C+","A","B+","A","","","",20162017,201605,201608,201608,6,"U-UNDECIDED","Undecided Undergraduate","UNA","Unassigned","Unassigned","Not Available","NO","Male","White",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Receiving Benefits","Not Receiving Benefits","Veteran (Service Date Unknown)","Military Status","No","No",3.72,3,"Crestview Senior High School","No",0,"No",0,"Yes",2721,"No",0,"Yes",2721,"Yes",22.5,0.578125,"Yes",1090,0.575,"ACT",0,"Yes",2.874193,"Yes",3.446153,""
"1800",970403769,"CHM2045","CHM2045L","MAC2312","PHY2048","PHY2048L","","","","","3","1","4","3","1","","","","","A","A","A","B-","A","","","","",20162017,201605,201608,201608,31,"U-CHM-BS-01","Chemistry/Biochemistry","HMCSE","Chemistry","Chemistry","STEM","YES","Female","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.42,NA,"J M Tate High School","Yes",783,"Yes",1236,"No",0,"No",0,"No",0,"Yes",29.75,0.804687,"No",0,0,"ACT",9,"Yes",3.6625,"Yes",3.675,""
"1801",970403776,"BSC1085","BSC1085L","HSC3406C","IDH1040","MAC1140","SPC2608","","","","3","1","3","3","3","3","","","","B","A","A-","A","B-","A","","","",20162017,201605,201608,201608,51,"U-HLE-BS-01","Exercise Science","UKCOH","Movement Sciences and Health","Movement Sciences and Health","Not Available","NO","Female","White",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.04,2,"Choctawhatchee High School","No",0,"Yes",1648,"No",0,"No",0,"No",0,"Yes",27.75,0.742187,"Yes",1120,0.6,"ACT",18,"Yes",3.771052,"Yes",3.5125,""
"1802",970403777,"BSC2010","BSC2010L","HSC3535","IDH1040","MAC1990","","","","","3","1","3","3","3","","","","","C","A","B+","A-","A-","","","","",20162017,201605,201608,201608,6,"U-BMD-BS-00","Biomedical Sciences","HMCSE","Biology","Biology","STEM","YES","Male","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.19,2,"J M Tate High School","No",0,"Yes",1001,"No",0,"No",0,"No",0,"Yes",27,0.71875,"Yes",1010,0.508333,"ACT",6,"Yes",3.232142,"Yes",3.238461,""
"1803",970403779,"CHM2045","CHM2045L","IDH1040","MAC1140","PHI2010","","","","","3","1","3","3","3","","","","","C+","C-","B-","D+","B+","","","","",20162017,201605,201608,201608,33,"U-PHY-BS-01","Engineering Physics","HMCSE","Physics","Physics","STEM","YES","Male","White",18,"Osceola","Other Florida Counties","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.98,3,"Saint Cloud High School","No",0,"Yes",1339,"No",0,"No",0,"No",0,"Yes",29.75,0.804687,"Yes",1110,0.591666,"ACT",0,"Yes",2.695652,"Yes",2.346153,""
"1804",970403781,"BSC1085","BSC1085L","ENC1102","PSY2012","STA2023","","","","","3","1","3","3","3","","","","","D","C","C-","D+","B+","","","","",20162017,201605,201605,201605,0,"U-BLY-BS-01","Pre-Professional","HMCSE","Biology","Biology","STEM","YES","Male","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",2.52,NA,"J M Tate High School","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",20.5,0.515625,"No",0,0,"ACT",0,"No",2.06923,"No",1.838461,""
"1805",970403782,"ART1300C","EVR2001","IDH1040","MAC1105","","","","","","3","3","3","3","","","","","","A","A","B","A","","","","","",20162017,201605,201608,201608,36,"U-FAR-BFA-11","Graphic Design","CASSH","Art and Design","Art and Design","Not Available","NO","Female","Hispanic",19,"Palm Beach","Other Florida Counties","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",4.21,2,"Boca Raton Comm High School","Yes",2908,"Yes",924,"Yes",1217,"Yes",1217,"No",0,"Yes",27.25,0.726562,"Yes",1150,0.625,"ACT",15,"Yes",3.790909,"Yes",3.75,""
"1806",970403794,"BSC1005","BSC1005L","ENC1101","MAT1033","PSY2012","","","","","2","1","3","4","3","","","","","NF","F","NF","F","NF","","","","",20162017,201605,201608,201608,0,"U-PSY-BA-00","Psychology","UKCOH","Psychology","Psychology","Not Available","NO","Female","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",2.88,5,"Booker T Washington HS","No",0,"No",0,"Yes",2722,"Yes",1732,"Yes",990,"Yes",18.25,0.445312,"Yes",1000,0.5,"SAT",0,"No",0,"No",0,""
"1807",970403804,"AMH2010","ARH1000","MAT1033","SLS1990","","","","","","3","3","4","3","","","","","","C","W","F","F","","","","","",20162017,201605,201608,201608,3,"U-CHM-BA-00","Chemistry","HMCSE","Chemistry","Chemistry","STEM","YES","Male","Asian",19,"Non-Florida","Non-Florida/Alabama","Texas","Other State","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.4,4,"Not Available","No",0,"No",0,"No",0,"No",0,"No",0,"No",0,0,"Yes",950,0.458333,"SAT",0,"No",1,"No",0.6,""
"1808",970403809,"ECO2013","ENC1101","MAC1105","PSY2012","","","","","","3","3","3","3","","","","","","B","A-","B+","A-","","","","","",20162017,201605,201608,201608,3,"U-UNDECIDED","Undecided Undergraduate","UNA","Unassigned","Unassigned","Not Available","NO","Female","White",18,"Non-Florida","Non-Florida/Alabama","Texas","Other State","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","Yes",3.66,3,"Non-Florida High School","No",0,"No",0,"No",0,"No",0,"No",0,"No",0,0,"Yes",1030,0.525,"SAT",3,"Yes",3.3,"Yes",3.425,""
"1809",970403811,"ART1015C","ENC1101","MAC2311","PSY2012","","","","","","3","3","4","3","","","","","","F","D","NF","F","","","","","",20162017,201605,201608,201608,12,"U-CPE-BSCE00","Computer Engineering","HMCSE","Electrical & Computer Engineer","Electrical and Computer Engineering","STEM","YES","Male","White",18,"Escambia","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.1,4,"Booker T Washington HS","No",0,"No",0,"No",0,"No",0,"No",0,"Yes",23.75,0.617187,"Yes",1120,0.6,"ACT",0,"No",0.333333,"No",0.230769,""
"1810",970403814,"BSC1085","BSC1085L","DEP2004","IDH1040","MAC1140","","","","","3","1","3","3","3","","","","","A","A","A","A","A","","","","",20162017,201605,201608,201608,54,"U-NUR-BSN-01","BSN","UKCOH","Nursing","Nursing","Health","YES","Female","White",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","Yes","No","Not Receiving Benefits","Not Receiving Benefits","Veteran (Service Date Unknown)","Military Status","No","No",4.36,1,"Choctawhatchee High School","No",0,"Yes",1339,"Yes",2685,"No",0,"Yes",2685,"Yes",29.75,0.804687,"Yes",1310,0.758333,"ACT",21,"Yes",4,"Yes",4,""
"1811",970403816,"CHM2045","CHM2045L","IDH1040","MAC2312","PSY2012","","","","","3","1","3","4","3","","","","","C","A","B","B","B-","","","","",20162017,201605,201608,201608,4,"U-CHM-BS-00","Chemistry","HMCSE","Chemistry","Chemistry","STEM","YES","Male","Asian",19,"Escambia","Tri-County","Florida","Florida","United States","USA","Yes","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.82,2,"Pensacola Catholic High School","Yes",2783,"No",0,"No",0,"No",0,"No",0,"Yes",27.25,0.726562,"Yes",1270,0.725,"ACT",4,"Yes",2.4625,"Yes",2.792857,""
"1812",970403856,"COP2253","MAC2311","MUH2930","PHY2053","","","","","","3","4","3","3","","","","","","B-","B-","B+","C+","","","","","",20162017,201605,201608,201608,35,"U-CPS-BS-03","Software Engineering","HMCSE","Computer Science","Computer Science","STEM","YES","Male","African American",19,"Bay","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.76,3,"Bay High School","Yes",383,"Yes",1339,"Yes",2722,"Yes",1732,"Yes",990,"Yes",21,0.53125,"No",0,0,"ACT",0,"Yes",2.834615,"Yes",2.746153,""
"1813",970403879,"ARH1000","ENC1101","EVR2001","JPN1120C","MAC1990","","","","","3","3","3","4","3","","","","","B+","A","B","A","A-","","","","",20162017,201605,201608,201608,0,"U-CPS-BS-04","Cybersecurity","HMCSE","Computer Science","Computer Science","STEM","YES","Male","Hispanic",18,"Broward","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.52,3,"Cypress Bay High School","No",0,"Yes",1232,"Yes",2721,"No",0,"Yes",2721,"Yes",20.25,0.507812,"Yes",1130,0.608333,"SAT",0,"Yes",3.35,"Yes",3.625,""
"1814",970403880,"ARH1000","ESC2000","MAC1105","MMC2000","","","","","","3","3","3","3","","","","","","B","A-","B+","A-","","","","","",20162017,201605,201608,201608,9,"U-FAR-BFA-11","Graphic Design","CASSH","Art and Design","Art and Design","Not Available","NO","Male","White",19,"Escambia","Tri-County","Florida","Florida","United States","USA","No","Yes","Post-9/11 GI Bill","Receiving Benefits","Eligible Dependent","Military Status","No","No",3.61,3,"West Florida HS Advanced Tech","No",0,"Yes",924,"No",0,"No",0,"No",0,"Yes",27,0.71875,"No",0,0,"ACT",9,"Yes",3.05,"Yes",3.425,""
"1815",970403889,"ARH1000","BSC1086","BSC1086L","MAC1105","SYG2000","","","","","3","3","1","3","3","","","","","B","C+","D+","D","C-","","","","",20162017,201605,201608,201608,28,"U-HLE-BS-01","Exercise Science","UKCOH","Movement Sciences and Health","Movement Sciences and Health","Not Available","NO","Female","White",20,"Pasco","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.86,4,"River Ridge High School","No",0,"No",0,"Yes",2721,"No",0,"Yes",2721,"No",0,0,"Yes",1050,0.541666,"SAT",0,"No",1.946153,"No",1.946153,""
"1816",970403891,"ENC1101","MAT1033","MCB1000","MCB1000L","SPC2608","","","","","3","4","3","1","3","","","","","B+","A","B","A-","B+","","","","",20162017,201605,201608,201608,0,"U-UNDECIDED","Undecided Undergraduate","UNA","Unassigned","Unassigned","Not Available","NO","Male","African American",18,"Manatee","Other Florida Counties","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.52,4,"Southeast High School","Yes",2908,"No",0,"No",0,"No",0,"No",0,"Yes",19,0.46875,"Yes",910,0.425,"ACT",0,"No",3.614814,"No",3.464285,""
"1817",970403905,"ARH1000","MAC1105","PHI2603","SYG2000","","","","","","3","3","3","3","","","","","","B+","A","A-","A","","","","","",20162017,201605,201608,201608,3,"U-UNDECIDED","Undecided Undergraduate","UNA","Unassigned","Unassigned","Not Available","NO","Female","Hispanic",18,"Okaloosa","Tri-County","Florida","Florida","United States","USA","No","No","Not Applicable","Not Applicable","No Military Status","No Military Status","No","No",3.82,4,"Choctawhatchee High School","Yes",2908,"No",0,"Yes",2722,"Yes",1732,"Yes",990,"Yes",19,0.46875,"Yes",920,0.433333,"ACT",3,"Yes",3.60909,"Yes",3.75,""
